provider_code	provider_name	dataset_code	dataset_name	nb_series
DESTATIS	Federal Statistical Office Germany	12211B4009	Microcensus, Average body height, Average body weight, Average Body-Mass-Index, Germany, Sex, Age groups (18 - 75 years and over), Year	78
DESTATIS	Federal Statistical Office Germany	12211B4010	Microcensus, Average body height, Average body weight, Average Body-Mass-Index, Germany, Sex, Marital status, Year	24
DESTATIS	Federal Statistical Office Germany	12211B4011	Microcensus, Average body height, Average body weight, Average Body-Mass-Index, Germany, Age groups (18 - 75 years and over), Marital status, Year	156
DESTATIS	Federal Statistical Office Germany	12211B4012	Microcensus, Average body height, Average body weight, Average Body-Mass-Index, Germany, Sex, Age groups (18 - 75 years and over), Marital status, Year	312
DESTATIS	Federal Statistical Office Germany	12211B4013	Microcensus, Body-Mass-Index, Germany, Weight classification, Year	4
DESTATIS	Federal Statistical Office Germany	12211B4014	Microcensus, Body-Mass-Index, Germany, Sex, Weight classification, Year	8
DESTATIS	Federal Statistical Office Germany	12211B4015	Microcensus, Body-Mass-Index, Germany, Age groups (18 - 75 years and over), Weight classification, Year	52
DESTATIS	Federal Statistical Office Germany	12211B4016	Microcensus, Body-Mass-Index, Germany, Marital status, Weight classification, Year	16
DESTATIS	Federal Statistical Office Germany	12211B4017	Microcensus, Body-Mass-Index, Germany, Sex, Age groups (18 - 75 years and over), Weight classification, Year	104
DESTATIS	Federal Statistical Office Germany	12211B4018	Microcensus, Body-Mass-Index, Germany, Sex, Marital status, Weight classification, Year	32
DESTATIS	Federal Statistical Office Germany	12211B4019	Microcensus, Body-Mass-Index, Germany, Age groups (18 - 75 years and over), Marital status, Weight classification, Year	205
DESTATIS	Federal Statistical Office Germany	12211B4020	Microcensus, Body-Mass-Index, Germany, Sex, Age groups (18 - 75 years and over), Marital status, Weight classification, Year	400
DESTATIS	Federal Statistical Office Germany	12211BJ001	Microcensus, Population (aged 15 to under 65), Economically active population, Persons in employment, Unemployed persons, Economically inactive population, Germany, Reference month	5
DESTATIS	Federal Statistical Office Germany	12211BJ002	Microcensus, Population (aged 15 to under 65), Economically active population, Persons in employment, Unemployed persons, Economically inactive population, Germany, Sex, Reference month	10
DESTATIS	Federal Statistical Office Germany	12211BJ003	Microcensus, Population, Economically active population, Persons in employment, Unemployed persons, Economically inactive population, Germany, Age groups (under 15 - 65 years and over), Reference month	60
DESTATIS	Federal Statistical Office Germany	12211BJ004	Microcensus, Population, Persons in employment, Unemployed persons, Germany, Sex, Age groups (under 15 - 65 years and over), Reference month	72
DESTATIS	Federal Statistical Office Germany	12211BJ005	Microcensus, Population, Persons in employment, Unemployed persons, Economically inactive population, Germany, Main source of livelihood, Reference month	16
DESTATIS	Federal Statistical Office Germany	12211BJ006	Microcensus, Population, Persons in employment, Unemployed persons, Economically inactive population, Germany, Sex, Main source of livelihood, Reference month	32
DESTATIS	Federal Statistical Office Germany	12211BJ007	Microcensus, Persons in employment, Germany, Age groups (under 15 - 65 years and over), Occupational status, Reference month	60
DESTATIS	Federal Statistical Office Germany	12211BJ008	Microcensus, Persons in employment, Germany, Occupational status, Reference month	5
DESTATIS	Federal Statistical Office Germany	12211BJ009	Microcensus, Persons in employment, Germany, Sex, Occupational status, Reference month	10
DESTATIS	Federal Statistical Office Germany	12211BJ010	Microcensus, Persons in employment, Germany, WZ2003: Economic subsectors of the microcensus, Reference month	10
DESTATIS	Federal Statistical Office Germany	12211BJ011	Microcensus, Persons in employment, Germany, WZ2003: Economic subsectors of the microcensus, Sex, Reference month	20
DESTATIS	Federal Statistical Office Germany	12211BJ012	Microcensus, Persons in paid employment, Germany, Reference month	1
DESTATIS	Federal Statistical Office Germany	12211BJ013	Microcensus, Persons in paid employment, Germany, Sex, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ014	Microcensus, Persons in paid employment, Germany, Type of employment contract, Reference month	3
DESTATIS	Federal Statistical Office Germany	12211BJ015	Microcensus, Persons in paid employment, Germany, Sex, Type of employment contract, Reference month	6
DESTATIS	Federal Statistical Office Germany	12211BJ016	Microcensus, Persons in paid employment, Germany, Extent of employment, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ017	Microcensus, Persons in paid employment, Germany, Extent of employment, Sex, Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ018	Microcensus, Self-employed persons, Germany, Number of persons employed, Sex, Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ019	Microcensus, Persons in employment, Germany, WZ2003: Economic subsectors of the microcensus, Year	10
DESTATIS	Federal Statistical Office Germany	12211BJ020	Microcensus, Persons in employment, Germany, WZ2003: Economic subsectors of the microcensus, Sex, Year	20
DESTATIS	Federal Statistical Office Germany	12211BJ021	Microcensus, Households, Household members, Germany, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ022	Microcensus, Households, Household members, Germany, Municipality size classes, Reference month	12
DESTATIS	Federal Statistical Office Germany	12211BJ023	Microcensus, Households, Germany, Household size, Reference month	5
DESTATIS	Federal Statistical Office Germany	12211BJ024	Microcensus, Households, Germany, Household size, Municipality size classes, Reference month	30
DESTATIS	Federal Statistical Office Germany	12211BJ025	Microcensus, Households, Germany, Children under 18 years of age, Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ026	Microcensus, Households, Germany, Household net income classes, Reference month	10
DESTATIS	Federal Statistical Office Germany	12211BJ027	Microcensus, Households, Germany, Household net income classes, Sex, Reference month	20
DESTATIS	Federal Statistical Office Germany	12211BJ028	Microcensus, Households, Germany, Household size, Household net income classes, Reference month	20
DESTATIS	Federal Statistical Office Germany	12211BJ029	Microcensus, Households, Germany, Household size, Household net income classes, Sex, Reference month	40
DESTATIS	Federal Statistical Office Germany	12211BJ030	Microcensus, Households, Germany, Age groups (under 25 - 65 years and over), Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ031	Microcensus, Households, Germany, Household size, Age groups (under 25 - 65 years and over), Reference month	8
DESTATIS	Federal Statistical Office Germany	12211BJ032	Microcensus, Households, Germany, Marital status, Reference month	5
DESTATIS	Federal Statistical Office Germany	12211BJ033	Microcensus, Households, Germany, Household size, Marital status, Reference month	10
DESTATIS	Federal Statistical Office Germany	12211BJ034	Microcensus, Households, Germany, Labour force participation, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ035	Microcensus, Households, Germany, Household size, Labour force participation, Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ036	Microcensus, Households, Germany, Occupational status, Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ037	Microcensus, Households, Germany, Household size, Occupational status, Reference month	8
DESTATIS	Federal Statistical Office Germany	12211BJ038	Microcensus, Households, Germany, Age groups (under 25 - 65 years and over), Marital status, Sex, Reference month	32
DESTATIS	Federal Statistical Office Germany	12211BJ039	Microcensus, Households, Former territory of the Fed. Republic / New Länder, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ040	Microcensus, Households, Former territory of the Fed. Republic / New Länder, Household size, Reference month	10
DESTATIS	Federal Statistical Office Germany	12211BJ041	Microcensus, Population in private households, Germany, Reference month	1
DESTATIS	Federal Statistical Office Germany	12211BJ042	Microcensus, Population in private households, Germany, Household size, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ043	Microcensus, Population in private households, Germany, Marital status, Reference month	5
DESTATIS	Federal Statistical Office Germany	12211BJ044	Microcensus, Population in private households, Germany, Household size, Marital status, Reference month	10
DESTATIS	Federal Statistical Office Germany	12211BJ045	Microcensus, Population in private households, Germany, Age groups (under 20 - 75 years and over), Reference month	13
DESTATIS	Federal Statistical Office Germany	12211BJ046	Microcensus, Population in private households, Germany, Age groups (under 20 - 75 years and over), Household size, Reference month	26
DESTATIS	Federal Statistical Office Germany	12211BJ047	Microcensus, Population in private households, Germany, Age groups (under 20 - 75 years and over), Sex, Reference month	26
DESTATIS	Federal Statistical Office Germany	12211BJ048	Microcensus, Population in private households, Germany, Household size, Sex, Age groups (under 20 - 75 years and over), Reference month	52
DESTATIS	Federal Statistical Office Germany	12211BJ049	Microcensus, Population in private households, Germany, Age groups (under 20 - 75 years and over), Marital status, Reference month	65
DESTATIS	Federal Statistical Office Germany	12211BJ050	Microcensus, Population in private households, Germany, Sex, Age groups (under 20 - 75 years and over), Marital status, Reference month	130
DESTATIS	Federal Statistical Office Germany	12211BJ051	Microcensus, Families, Germany, Reference month	1
DESTATIS	Federal Statistical Office Germany	12211BJ052	Microcensus, Families, Germany, Type of family, Reference month	3
DESTATIS	Federal Statistical Office Germany	12211BJ053	Microcensus, Families, Germany, Type of family, Number of children, Reference month	15
DESTATIS	Federal Statistical Office Germany	12211BJ054	Microcensus, Families, Germany, Age groups (under 25 - 65 years and over), Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ055	Microcensus, Families, Germany, Type of family, Age groups (under 25 - 65 years and over), Reference month	12
DESTATIS	Federal Statistical Office Germany	12211BJ056	Microcensus, Families, Germany, Labour force participation, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ057	Microcensus, Families, Germany, Occupational status, Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ058	Microcensus, Lone parents, Germany, Sex, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ059	Microcensus, Lone parents, Germany, Marital status, Sex, Reference month	10
DESTATIS	Federal Statistical Office Germany	12211BJ060	Microcensus, Lone parents, Germany, Number of children, Marital status, Sex, Reference month	40
DESTATIS	Federal Statistical Office Germany	12211BJ061	Microcensus, Average number of persons in famil. with children, Germany, Type of family, Reference month	3
DESTATIS	Federal Statistical Office Germany	12211BJ062	Microcensus, Average number of persons in famil. with children, Germany, Type of family, Nationality, Reference month	6
DESTATIS	Federal Statistical Office Germany	12211BJ063	Microcensus, Never-married children in families (trad.fam.conc), Germany, Reference month	1
DESTATIS	Federal Statistical Office Germany	12211BJ064	Microcensus, Never-married children in families (trad.fam.conc), Germany, Age groups (under 3 - 21 years and over), Reference month	7
DESTATIS	Federal Statistical Office Germany	12211BJ065	Microcensus, Women (aged 15 and over), Germany, Number of children, Reference month	5
DESTATIS	Federal Statistical Office Germany	12211BJ066	Microcensus, Women (aged 15 and over), Germany, Number of children, Marital status, Reference month	25
DESTATIS	Federal Statistical Office Germany	12211BJ067	Microcensus, Population in families / living arrangements, Germany, Reference month	1
DESTATIS	Federal Statistical Office Germany	12211BJ068	Microcensus, Population in families / living arrangements, Germany, Living arrangements, Reference month	11
DESTATIS	Federal Statistical Office Germany	12211BJ069	Microcensus, Families, Germany, Presence of children, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ070	Microcensus, Couples, Germany, Presence of children, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ071	Microcensus, Married couples, Cohabiting couples, Opposite-sex cohabiting couples, Germany, Reference month	3
DESTATIS	Federal Statistical Office Germany	12211BJ072	Microcensus, Married couples, Cohabiting couples, Opposite-sex cohabiting couples, Germany, Presence of children, Reference month	12
DESTATIS	Federal Statistical Office Germany	12211BJ073	Microcensus, Lone parents, Germany, Presence of children, Reference month	2
DESTATIS	Federal Statistical Office Germany	12211BJ074	Microcensus, Lone parents, Germany, Presence of children, Sex, Reference month	4
DESTATIS	Federal Statistical Office Germany	12211BJ075	Microcensus, Unattached persons, Germany, Reference month	1
